strHUC12RNG,strUC,intGapOrigin,intGapPres,intGapRepro,intGapSeas,Origin,Presence,Reproduction,Season
171100200510,mELK1r,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
171100200511,mELK1r,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
171100200512,mELK1r,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
171100200513,mELK1r,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
171100200514,mELK1r,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
171100210101,mELK1r,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
171100210102,mELK1r,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
171100210201,mELK1r,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
171100210202,mELK1r,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
171100210203,mELK1r,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
171100210204,mELK1r,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
171100210205,mELK1r,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
171100210206,mELK1r,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
171100210207,mELK1r,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
171100210208,mELK1r,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
171100210209,mELK1r,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
171100210301,mELK1r,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
171100210302,mELK1r,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
171100210303,mELK1r,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
171100210304,mELK1r,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
171100210305,mELK1r,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
171100210306,mELK1r,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
171100210308,mELK1r,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
171100210309,mELK1r,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
171100210310,mELK1r,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180101010101,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180101010102,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180101010103,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180101010104,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180101010201,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180101010202,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180101010203,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180101010204,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180101010301,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180101010302,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180101010303,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180101010304,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180101010305,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180101010306,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180101010307,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180101010308,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180101010309,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180101010401,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180101010402,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180101010403,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180101010404,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180101010501,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180101010502,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180101020101,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180101020102,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180101020103,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180101020104,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180101020201,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180101020202,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180101020203,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180101020301,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180101020401,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180101020402,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180101020403,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180101020404,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180101020405,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180101020406,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180101020407,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180101020408,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180101020501,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180101020502,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180101020503,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180101020504,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180101020505,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180101020506,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180101020507,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180101020601,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180101020602,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180101020603,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180101040202,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180101040203,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180101050801,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180101050802,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180101050803,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180101050903,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102060901,mELK1r,4,2,3,1,Reintroduced,Possibly present,Both breeding and nonbreeding,Year-round
180102061004,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102061005,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102061101,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102061102,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102061103,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102080502,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102080504,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102080601,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102080602,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102080603,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102080604,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102080605,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102080606,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102090101,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102090102,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102090103,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102090104,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102090201,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102090202,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102090203,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102090301,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102090302,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102090303,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102090401,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102090402,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102090403,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102090501,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102090502,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102090601,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102090602,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102090603,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102090604,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102090605,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102090701,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102090702,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102090703,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102090801,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102090802,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102090803,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102090804,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102090805,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102090901,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102090902,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102090903,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102090904,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102090905,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102091001,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102091002,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102091003,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102091004,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102091005,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102091006,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102091007,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102091101,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102091102,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102091103,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102100101,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102100102,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102100103,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102100104,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102100105,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102100106,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102100107,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102100108,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102100201,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102100202,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102100203,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102100204,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102100205,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102100206,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102100207,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102100208,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102100301,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102100302,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102100303,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102100304,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102100305,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102100401,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102100402,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102100403,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102100404,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102110102,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102110103,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102110304,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102110401,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102110402,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102110403,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102110501,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102110502,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102110503,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102110504,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102110505,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102110601,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102110602,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102110701,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102110703,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102110705,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102110707,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102110801,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102110802,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102110901,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102110902,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102110903,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102110904,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102110905,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102111001,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102111002,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102111003,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102111004,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102111005,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102111006,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102111007,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102111101,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102111102,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102111103,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102111104,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102111105,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102111106,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102111107,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102111201,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102111202,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102111203,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102111204,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102111205,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102111206,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102111207,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102111208,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102111209,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102120101,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102120102,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102120103,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102120201,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102120202,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102120203,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102120204,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102120205,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
